JUDGE,PHOS_R_DRY_TEMP_GLASS_START,PHOS_R_DRY_TEMP_GLASS_END,PHOS_R_DRY_TEMP_WALL_START,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_PRES_START,PHOS_R_DRY_PRES_END,PHOS_R_DRY_TEMP_GLASS_OUT,PHOS_R_DRY_TEMP_HOOD_START,PHOS_R_DRY_TEMP_HOOD_MAX,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_TEMP_WALL_MAX,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_START,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH02,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4
양품,47.0,136.0,110.2,166.3,86.5,72.5,28.0,94.0,155.4,48.0,140.5,111.2,190.1,55.1,28.8,37.7,82.8,84.0,443.0,420.0,392.0,370.0,3642.0,4247.0,4490.0,2580.0
양품,47.4,136.0,109.1,167.0,86.5,73.0,27.6,133.0,155.7,48.9,141.0,112.1,191.0,50.9,28.9,32.8,84.0,85.0,441.0,417.0,389.0,367.0,3662.0,4101.0,4456.0,2606.0
양품,47.7,136.0,110.4,167.3,85.5,72.0,27.5,155.3,156.0,47.5,139.8,109.3,189.0,54.6,32.2,32.4,82.0,83.0,444.0,422.0,393.0,373.0,3693.0,4087.0,4488.0,2583.0
양품,47.4,136.0,109.9,167.8,86.6,72.0,28.2,124.0,158.0,47.8,140.1,110.9,190.3,57.3,30.8,33.3,83.3,84.1,443.0,419.0,391.0,371.0,3641.0,4097.0,4454.0,2579.0
양품,46.7,135.2,103.0,166.3,88.7,72.9,27.8,100.0,153.8,45.2,138.0,103.2,182.5,58.5,27.9,33.8,78.6,80.0,443.0,419.0,391.0,370.0,3763.0,4058.0,4434.0,2687.0
양품,47.7,136.0,109.6,166.3,84.1,73.3,28.7,156.0,156.5,47.8,140.0,110.3,189.0,59.0,31.8,31.9,81.8,82.8,446.0,421.0,393.0,373.0,4109.0,3977.0,4472.0,2502.0
양품,47.3,136.0,106.3,165.4,87.7,73.0,25.6,155.4,156.2,47.5,139.5,111.8,189.3,56.7,26.9,33.1,83.0,83.8,442.0,419.0,392.0,371.0,3656.0,4076.0,4446.0,2578.0
양품,47.4,135.8,104.6,165.3,86.4,72.3,27.3,139.0,154.7,47.4,139.2,111.1,189.3,57.8,24.1,32.5,82.8,83.8,443.0,419.0,391.0,371.0,3654.0,4080.0,4447.0,2597.0
양품,47.8,136.0,107.6,166.6,84.7,72.8,26.4,116.0,156.0,47.5,139.3,106.8,187.6,58.0,29.7,33.3,81.8,82.5,444.0,422.0,393.0,373.0,4105.0,4018.0,4445.0,2507.0
양품,46.8,135.8,110.7,166.8,85.8,70.2,28.5,139.0,155.0,47.8,141.2,111.7,190.2,54.0,22.4,33.2,83.4,84.2,442.0,416.0,388.0,368.0,3633.0,4099.0,4474.0,2580.0
양품,47.1,136.0,109.5,166.8,86.8,75.1,27.5,147.0,154.3,48.3,140.8,111.8,190.9,54.5,30.0,36.5,83.8,84.6,444.0,420.0,392.0,371.0,4114.0,3979.0,4481.0,2515.0
양품,48.2,136.0,112.3,168.2,82.8,73.1,30.4,117.0,148.5,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,445.0,421.0,392.0,372.0,3638.0,4065.0,4449.0,2567.0
명점,46.9,136.0,109.6,168.3,85.3,71.3,27.8,100.0,156.0,45.0,138.3,106.4,185.4,55.8,35.9,35.9,80.1,81.3,441.0,417.0,391.0,371.0,3670.0,4072.0,4454.0,2602.0
양품,46.7,136.0,105.9,164.2,86.6,71.4,27.1,119.0,153.9,47.0,140.7,110.6,189.1,55.2,33.2,36.0,82.0,83.0,446.0,421.0,393.0,372.0,4103.0,4025.0,4470.0,2515.0
양품,46.4,136.0,110.0,166.7,83.9,74.3,28.7,104.0,158.3,46.1,138.9,105.6,186.1,58.0,31.4,30.5,81.9,82.9,445.0,422.0,393.0,371.0,4104.0,3983.0,4418.0,2499.0
양품,47.4,136.0,104.0,165.9,86.0,73.5,26.1,108.0,155.5,46.5,139.2,107.3,186.7,56.7,29.9,33.2,80.8,82.0,443.0,420.0,393.0,372.0,3632.0,4080.0,4444.0,2580.0
양품,47.5,136.0,110.5,166.6,87.7,72.5,28.4,156.0,156.8,48.7,141.9,115.2,192.7,60.1,30.6,33.1,83.9,84.7,443.0,423.0,394.0,372.0,3665.0,4063.0,4445.0,2593.0
양품,46.5,135.7,111.2,166.1,83.1,71.1,29.0,136.0,154.0,47.5,140.2,112.3,190.0,53.9,29.3,35.4,83.1,83.8,444.0,419.0,390.0,368.0,3651.0,4089.0,4458.0,2594.0
양품,47.0,136.0,108.2,167.0,85.3,75.4,24.5,155.9,156.4,47.2,138.8,107.0,187.6,58.7,31.2,32.7,80.8,82.0,445.0,421.0,393.0,371.0,3648.0,4106.0,4466.0,2615.0
양품,47.0,136.0,111.0,166.5,85.0,73.2,28.3,130.0,154.6,47.8,140.6,111.2,190.2,54.3,32.7,37.0,82.6,84.0,444.0,420.0,392.0,371.0,3732.0,4050.0,4463.0,2573.0
양품,47.6,136.0,110.4,167.8,88.7,72.3,26.4,138.0,158.1,46.6,139.6,109.6,188.6,57.2,33.2,32.8,81.2,82.0,446.0,419.0,391.0,370.0,3634.0,4096.0,4483.0,2579.0
양품,48.0,136.0,109.9,167.0,84.2,74.6,24.7,156.0,156.9,47.4,139.2,109.1,188.2,55.7,32.1,32.7,81.8,82.6,445.0,419.0,391.0,369.0,4101.0,4004.0,4468.0,2504.0
양품,47.6,136.0,108.7,167.8,85.5,73.6,27.6,104.0,156.6,47.7,139.2,109.3,189.3,51.6,26.4,31.9,81.8,83.0,444.0,422.0,393.0,373.0,4139.0,3986.0,4436.0,2512.0
양품,48.0,135.8,107.2,167.2,90.6,75.9,26.1,137.0,156.4,46.5,140.0,109.2,188.4,56.0,27.6,32.4,82.0,83.1,445.0,421.0,393.0,371.0,4071.0,3974.0,4714.0,2511.0
양품,47.8,136.0,110.1,168.3,83.7,70.6,24.2,136.0,157.6,45.6,139.3,108.7,187.9,54.5,27.0,31.6,80.4,81.7,443.0,421.0,392.0,372.0,4117.0,4008.0,4430.0,2664.0
양품,48.0,135.9,110.1,167.4,89.2,72.0,27.3,108.0,155.6,47.6,140.0,107.7,188.3,56.3,31.5,32.3,82.0,83.0,444.0,421.0,393.0,371.0,3650.0,4076.0,4452.0,2589.0
양품,47.3,135.7,107.1,165.9,86.1,72.4,28.4,158.0,154.3,47.3,139.1,110.6,189.2,57.3,29.9,32.6,82.6,83.8,443.0,420.0,392.0,372.0,3647.0,4063.0,4477.0,2581.0
양품,48.2,136.0,108.3,167.0,90.9,69.7,26.9,112.0,157.4,47.5,139.9,109.1,188.4,59.7,27.2,33.3,81.6,82.6,444.0,420.0,392.0,370.0,3645.0,4090.0,4479.0,2573.0
양품,48.0,136.0,110.5,167.5,83.5,73.5,27.9,94.0,149.5,47.3,140.0,110.8,189.8,58.2,31.4,30.4,82.4,84.0,444.0,421.0,392.0,372.0,3643.0,4090.0,4481.0,2582.0
양품,48.0,135.8,109.3,167.5,87.3,75.0,27.9,112.0,149.5,47.6,139.6,109.5,188.9,60.5,30.4,32.0,83.0,84.0,445.0,420.0,392.0,371.0,4109.0,4053.0,4469.0,2506.0
양품,47.4,136.0,109.1,167.0,86.5,73.0,27.6,133.0,155.7,46.6,140.2,110.9,189.4,49.9,23.4,32.8,84.0,84.8,444.0,421.0,393.0,371.0,3647.0,4120.0,4488.0,2588.0
양품,47.9,135.1,103.4,166.7,85.5,72.5,26.6,128.0,157.2,45.9,138.6,101.8,183.8,55.2,31.5,30.6,79.9,81.3,446.0,421.0,394.0,373.0,4102.0,3957.0,4707.0,2503.0
양품,47.8,136.0,107.9,166.7,86.4,72.3,27.2,91.0,157.3,47.2,139.9,112.0,190.3,55.8,28.9,33.5,82.3,83.3,443.0,419.0,391.0,372.0,3652.0,4088.0,4514.0,2595.0
양품,46.2,136.0,109.0,165.6,87.0,74.4,26.7,137.0,154.6,47.6,140.8,114.4,191.9,56.7,32.7,34.0,84.0,85.2,445.0,420.0,392.0,370.0,3661.0,4065.0,4551.0,2601.0
명점,47.7,136.0,109.5,167.7,85.3,69.1,26.7,156.0,157.0,45.8,138.5,102.8,182.7,54.2,35.6,34.6,79.1,80.6,444.0,420.0,392.0,370.0,4084.0,4009.0,4440.0,2501.0
양품,47.3,136.0,110.8,167.0,86.1,71.5,25.7,142.0,149.5,46.4,139.0,108.0,187.1,60.6,30.8,33.3,80.4,81.8,443.0,418.0,392.0,371.0,3651.0,4080.0,4474.0,2585.0
양품,47.4,136.0,112.0,167.6,87.5,71.9,28.4,125.0,149.5,48.8,140.5,110.3,189.6,54.7,28.5,32.8,83.3,84.3,443.0,420.0,392.0,370.0,3636.0,4109.0,4450.0,2583.0
양품,47.8,136.0,110.8,168.1,80.9,74.7,27.4,159.0,158.3,47.0,139.2,103.2,183.9,55.8,29.8,32.8,80.1,82.0,443.0,420.0,392.0,372.0,3632.0,4073.0,4482.0,2584.0
양품,47.0,136.0,109.0,167.0,87.7,72.2,26.9,159.0,154.7,47.0,139.0,110.5,189.1,60.6,27.5,32.9,82.8,83.8,444.0,419.0,392.0,372.0,4126.0,4010.0,4473.0,2509.0
양품,48.2,136.0,111.0,168.4,86.5,72.2,27.0,156.0,156.9,45.8,138.1,102.1,182.5,52.5,24.8,35.5,79.1,80.1,444.0,421.0,392.0,371.0,3660.0,4050.0,4485.0,2574.0
양품,47.5,135.5,106.9,166.6,88.0,73.7,28.3,121.0,155.0,47.5,139.8,109.1,188.6,56.8,28.4,32.3,81.8,82.8,440.0,416.0,389.0,369.0,4102.0,4030.0,4479.0,2508.0
양품,45.0,134.8,103.8,165.1,86.8,74.6,28.5,159.0,151.3,46.8,139.1,110.6,189.2,55.3,30.7,32.7,82.8,83.8,443.0,420.0,391.0,371.0,3674.0,4087.0,4464.0,2603.0
양품,48.0,136.0,109.4,168.0,87.7,75.2,27.0,155.5,156.0,45.8,138.8,104.8,185.6,51.9,32.4,31.4,80.4,81.6,445.0,422.0,393.0,370.0,3627.0,4081.0,4431.0,2588.0
양품,47.2,136.0,109.1,166.4,86.5,74.4,26.7,104.0,154.0,47.0,139.8,109.7,189.0,55.4,28.8,35.4,82.0,83.0,445.0,421.0,393.0,371.0,3648.0,4066.0,4525.0,2602.0
양품,45.0,135.0,100.6,165.1,85.8,76.8,29.3,95.0,151.8,47.0,139.5,110.6,189.5,56.4,30.9,32.3,82.8,83.8,442.0,420.0,392.0,371.0,3656.0,4134.0,4460.0,2583.0
양품,47.6,136.0,111.6,168.1,88.4,72.3,29.9,102.0,158.2,46.4,139.1,105.6,184.3,52.0,23.8,35.9,80.7,81.7,443.0,421.0,393.0,371.0,3631.0,4081.0,4448.0,2588.0
양품,47.0,135.8,110.3,166.7,85.8,71.4,28.5,136.0,155.3,48.3,141.2,109.7,189.3,55.6,28.2,32.7,83.2,84.2,439.0,416.0,389.0,369.0,3659.0,4067.0,4462.0,2601.0
양품,47.9,136.0,110.9,167.8,82.4,72.3,29.4,116.0,157.2,48.5,141.0,111.7,190.6,55.0,27.5,36.8,84.0,85.0,445.0,421.0,392.0,370.0,4124.0,3996.0,4428.0,2514.0
양품,47.8,136.0,108.8,168.3,86.7,71.5,26.4,156.0,156.6,45.6,138.0,104.1,183.2,50.6,25.6,35.4,78.7,80.5,443.0,421.0,392.0,372.0,3635.0,4047.0,4471.0,2575.0
양품,47.6,136.0,110.9,168.1,89.0,75.1,28.6,155.6,156.2,47.3,139.2,106.7,186.7,55.2,29.6,34.6,82.4,83.3,444.0,420.0,392.0,371.0,3629.0,4068.0,4450.0,2593.0
양품,48.0,136.0,110.0,167.3,84.4,73.7,28.3,130.0,155.9,47.3,139.4,110.6,189.4,52.0,27.3,32.4,82.6,83.8,443.0,419.0,391.0,371.0,3656.0,4088.0,4539.0,2590.0
양품,48.0,136.0,111.4,167.3,87.3,75.3,28.9,126.0,158.2,47.7,140.7,112.9,190.4,55.3,27.0,35.3,82.7,83.7,443.0,421.0,393.0,372.0,3626.0,4064.0,4466.0,2580.0
양품,46.6,135.2,106.6,166.2,86.0,72.9,27.0,118.0,154.2,46.8,139.7,105.9,186.8,53.3,32.8,34.1,80.8,81.5,444.0,422.0,393.0,373.0,3654.0,4059.0,4473.0,2586.0
양품,46.6,135.8,107.6,166.5,86.6,73.1,25.9,98.0,155.8,46.4,139.5,108.4,187.9,59.5,31.1,32.8,81.0,82.0,444.0,422.0,393.0,375.0,4077.0,3992.0,4476.0,2512.0
양품,47.0,136.0,105.7,164.5,84.7,73.2,28.7,158.0,153.7,47.3,140.2,111.0,190.0,54.6,30.2,36.8,82.3,83.3,438.0,416.0,388.0,370.0,4110.0,4029.0,4434.0,2520.0
양품,45.0,135.2,102.6,166.1,89.8,72.5,26.7,107.0,149.8,45.1,137.7,97.9,179.4,57.6,30.8,32.7,78.4,79.6,444.0,419.0,392.0,370.0,4071.0,3991.0,4441.0,2491.0
양품,47.2,136.0,110.2,167.8,85.8,78.1,28.0,103.0,157.0,48.0,140.7,113.6,192.1,55.0,30.0,34.8,83.0,84.2,443.0,418.0,392.0,371.0,4121.0,3984.0,4454.0,2509.0
양품,46.5,136.0,111.7,166.2,84.0,71.6,28.6,143.0,154.3,47.7,140.2,112.4,190.1,53.7,26.9,35.3,83.0,83.8,444.0,421.0,392.0,370.0,4096.0,4111.0,4452.0,2507.0
양품,47.8,136.0,111.9,168.4,83.0,72.1,27.9,158.0,156.7,46.6,138.9,111.0,189.4,56.4,30.1,32.7,82.8,84.0,443.0,420.0,392.0,371.0,3656.0,4182.0,4459.0,2585.0
양품,47.1,136.0,107.3,168.5,84.3,76.7,26.4,121.0,155.0,46.8,139.1,110.2,188.4,57.6,34.9,34.1,81.1,82.5,445.0,420.0,392.0,371.0,4116.0,3988.0,4446.0,2517.0
양품,48.2,136.0,110.9,167.9,86.5,73.4,28.2,117.0,158.0,47.9,139.5,108.9,188.6,61.2,29.6,32.7,81.9,82.9,443.0,420.0,392.0,370.0,4170.0,4023.0,4474.0,2550.0
양품,48.0,136.0,106.7,166.6,88.0,68.9,24.8,155.9,156.8,47.2,139.8,109.3,188.9,59.3,33.5,31.9,81.9,82.9,444.0,420.0,392.0,370.0,4125.0,3986.0,4593.0,2521.0
양품,47.3,135.8,110.7,167.9,84.5,72.4,27.3,156.0,156.8,46.1,138.9,109.7,188.1,58.8,28.6,32.9,80.6,82.0,445.0,421.0,393.0,371.0,3657.0,4065.0,4461.0,2594.0
양품,45.0,135.0,100.6,165.1,85.8,76.8,29.3,109.0,151.8,47.0,139.5,110.6,189.5,56.4,30.9,32.3,82.8,83.8,442.0,420.0,392.0,371.0,3656.0,4134.0,4460.0,2583.0
양품,47.5,136.0,109.8,167.1,86.9,73.0,28.0,155.2,155.9,46.7,138.8,107.5,185.9,56.9,34.3,33.8,80.1,81.7,443.0,420.0,393.0,373.0,4098.0,4007.0,4465.0,2520.0
양품,47.5,136.0,111.3,168.5,87.5,71.3,28.9,145.0,158.2,47.4,140.0,109.9,189.4,57.5,31.3,33.8,82.6,83.8,443.0,418.0,391.0,371.0,3664.0,4081.0,4456.0,2596.0
양품,46.5,135.6,106.0,167.0,85.6,73.3,28.6,121.0,155.0,47.5,139.3,105.4,185.9,55.7,34.2,32.7,81.0,82.3,445.0,421.0,393.0,371.0,3641.0,4109.0,4449.0,2592.0
양품,45.5,136.0,107.1,167.7,89.4,73.4,28.0,93.0,154.3,46.4,140.0,111.3,189.8,62.3,26.9,35.9,82.2,83.8,447.0,422.0,394.0,372.0,3741.0,4074.0,4462.0,2585.0
양품,47.8,136.0,106.4,167.2,85.9,73.1,26.7,130.0,156.5,47.3,140.5,109.2,189.1,55.7,26.5,32.5,82.2,83.2,445.0,420.0,392.0,372.0,3641.0,4068.0,4468.0,2593.0
양품,47.6,136.0,110.0,168.4,87.4,70.1,28.8,95.0,149.5,47.9,140.0,110.4,190.3,58.6,32.6,32.7,83.0,84.0,443.0,419.0,391.0,372.0,4133.0,4006.0,4436.0,2519.0
양품,47.1,135.5,105.7,166.6,87.3,72.4,28.1,139.0,154.9,46.6,139.1,107.2,187.4,59.1,25.7,31.5,81.3,82.3,443.0,420.0,392.0,371.0,3810.0,4052.0,4431.0,2585.0
양품,47.0,136.0,108.7,167.9,86.7,76.2,26.6,126.0,154.4,48.0,141.9,114.4,192.9,51.3,22.3,33.0,84.3,85.3,444.0,422.0,393.0,372.0,3646.0,4032.0,4440.0,2580.0
양품,46.9,136.0,108.5,166.2,87.2,72.4,25.9,130.0,154.3,46.8,140.7,109.9,189.2,55.7,33.1,35.8,82.0,83.0,445.0,421.0,392.0,371.0,4110.0,3980.0,4451.0,2532.0
양품,46.8,136.0,108.1,167.3,89.3,71.3,26.8,105.0,155.6,47.2,140.8,114.4,192.2,53.8,33.0,33.1,83.5,84.3,444.0,420.0,392.0,371.0,4133.0,4109.0,4474.0,2498.0
양품,48.0,135.8,107.0,167.0,89.7,77.6,26.3,155.5,156.2,47.8,140.0,107.2,187.5,55.3,28.4,33.9,81.7,83.1,446.0,422.0,395.0,374.0,3620.0,4019.0,4420.0,2582.0
양품,47.0,136.0,111.0,166.5,85.0,73.2,28.3,90.0,154.6,47.8,140.6,111.2,190.2,54.3,32.7,37.0,82.6,84.0,444.0,420.0,392.0,371.0,3732.0,4050.0,4463.0,2573.0
양품,47.4,136.0,109.7,166.3,86.4,74.3,27.0,124.0,156.4,47.6,141.5,115.3,192.5,56.7,28.3,32.7,84.0,84.8,443.0,418.0,391.0,371.0,4116.0,3996.0,4445.0,2526.0
양품,47.6,136.0,110.6,166.1,86.3,74.1,29.1,100.0,157.5,47.3,139.4,108.3,187.2,55.4,35.2,33.1,81.2,82.2,442.0,419.0,392.0,371.0,3651.0,4064.0,4457.0,2588.0
양품,48.0,136.0,110.1,166.9,83.5,74.7,24.7,156.1,157.0,47.2,139.1,108.1,187.6,55.1,32.1,32.8,81.8,82.6,444.0,419.0,391.0,369.0,3650.0,4108.0,4466.0,2583.0
양품,47.7,136.0,110.0,167.8,86.7,74.5,28.7,136.0,157.0,47.5,139.3,106.9,187.2,55.5,25.9,35.6,81.6,83.0,443.0,420.0,393.0,371.0,3647.0,4104.0,4494.0,2575.0
양품,47.4,136.0,110.7,166.6,86.2,71.5,28.1,156.0,156.9,48.6,142.0,115.4,192.8,58.6,30.4,32.3,84.0,84.9,444.0,421.0,393.0,372.0,4305.0,3980.0,4421.0,2513.0
양품,47.8,136.0,108.2,167.8,85.3,72.1,26.3,156.0,156.8,46.2,139.4,110.7,188.3,53.3,30.7,33.8,81.0,82.0,443.0,420.0,392.0,371.0,3625.0,4080.0,4438.0,2579.0
명점,47.6,136.0,110.8,167.8,85.3,72.6,29.2,119.0,157.2,48.5,141.0,112.0,191.5,58.1,29.6,36.0,84.0,85.0,443.0,418.0,391.0,369.0,3643.0,4087.0,4482.0,2584.0
양품,47.8,135.8,105.4,165.8,89.9,77.2,27.0,145.0,155.8,47.3,139.8,107.8,187.1,51.0,22.7,36.2,81.1,82.4,446.0,422.0,394.0,373.0,3604.0,4074.0,4414.0,2559.0
양품,47.3,135.6,105.4,166.5,90.4,71.9,26.4,103.0,152.2,46.5,138.8,105.6,186.2,55.6,28.9,32.2,80.0,81.7,444.0,419.0,391.0,371.0,4095.0,4008.0,4410.0,2492.0
양품,47.5,136.0,110.5,166.6,87.7,72.5,28.4,156.0,156.8,48.7,141.9,115.2,192.7,60.1,30.6,33.1,83.9,84.7,443.0,423.0,394.0,372.0,3665.0,4063.0,4445.0,2593.0
양품,47.7,136.0,109.2,167.0,88.1,70.9,26.5,97.0,157.7,46.2,139.1,107.1,185.9,54.1,32.7,33.4,80.2,81.2,445.0,419.0,392.0,371.0,4127.0,4010.0,4471.0,2513.0
양품,46.0,135.0,103.8,166.7,87.3,73.9,27.5,118.0,153.1,47.9,140.7,114.7,192.4,48.8,26.7,35.2,83.2,84.2,443.0,420.0,392.0,372.0,4080.0,3934.0,4443.0,2483.0
양품,47.7,135.9,105.0,167.1,90.2,75.2,24.8,155.2,156.0,46.6,139.3,107.2,187.6,53.3,25.3,32.0,81.8,82.6,443.0,420.0,392.0,371.0,3652.0,4066.0,4439.0,2586.0
양품,47.9,136.0,110.1,168.0,87.0,73.6,28.5,156.0,156.7,47.3,139.1,105.9,186.4,53.2,28.4,36.1,81.7,82.9,443.0,419.0,392.0,371.0,4101.0,4023.0,4476.0,2511.0
양품,46.0,136.0,106.7,167.2,88.3,73.6,29.2,121.0,155.0,46.6,140.0,111.4,190.0,56.0,34.4,35.9,83.0,84.0,444.0,421.0,393.0,372.0,4159.0,4024.0,4460.0,2503.0
양품,47.4,135.8,104.6,165.3,86.4,72.3,27.3,98.0,154.7,47.4,139.2,111.1,189.3,57.8,24.1,32.5,82.8,83.8,443.0,419.0,391.0,371.0,3654.0,4080.0,4447.0,2597.0
양품,48.2,136.0,108.3,167.0,90.9,69.7,26.9,133.0,157.4,47.5,139.9,109.1,188.4,59.7,27.2,33.3,81.6,82.6,444.0,420.0,392.0,370.0,3645.0,4090.0,4479.0,2573.0
양품,48.0,135.9,110.1,167.4,89.2,72.0,27.3,113.0,155.6,47.6,140.0,107.7,188.3,56.3,31.5,32.3,82.0,83.0,444.0,421.0,393.0,371.0,3650.0,4076.0,4452.0,2589.0
양품,46.9,136.0,109.9,168.2,85.9,73.5,28.2,155.5,156.0,46.7,139.0,108.6,187.7,48.0,30.0,30.2,81.2,82.2,443.0,420.0,392.0,370.0,4086.0,4003.0,4448.0,2477.0
양품,47.8,136.0,109.4,168.4,85.8,71.1,26.3,155.9,156.4,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,444.0,420.0,393.0,372.0,4074.0,3963.0,4447.0,2494.0
양품,47.4,136.0,111.0,167.3,87.2,70.3,28.5,137.0,150.2,49.0,141.0,111.2,190.4,52.7,28.1,32.6,83.7,84.7,439.0,416.0,388.0,369.0,4113.0,3983.0,4446.0,2518.0
양품,46.0,136.0,106.5,166.8,88.2,75.0,29.3,154.3,155.0,46.8,140.0,110.5,189.8,56.2,35.2,36.4,83.0,84.0,445.0,421.0,393.0,372.0,3733.0,4082.0,4468.0,2581.0
양품,47.3,136.0,106.4,167.2,85.8,73.0,25.1,155.3,155.9,46.6,139.0,106.8,186.6,58.2,29.0,32.9,80.8,82.0,442.0,420.0,391.0,371.0,4097.0,3960.0,4419.0,2508.0
명점,47.6,135.1,102.8,164.9,87.3,69.6,27.4,90.0,145.1,47.4,140.0,108.7,188.8,52.6,30.6,31.8,81.9,83.1,443.0,420.0,392.0,372.0,4118.0,4005.0,4508.0,2523.0
명점,47.8,136.0,107.3,165.4,86.8,71.7,28.2,100.0,149.5,47.6,139.6,109.0,188.2,56.4,29.1,32.7,82.6,83.8,442.0,419.0,392.0,371.0,3629.0,4043.0,4421.0,2580.0
양품,46.9,136.0,109.9,168.2,85.9,73.5,28.2,155.5,156.0,46.7,139.0,108.6,187.7,48.0,30.0,30.2,81.2,82.2,443.0,420.0,392.0,370.0,4086.0,4003.0,4448.0,2477.0
양품,47.0,136.0,109.7,165.7,87.2,71.3,28.2,131.0,155.2,48.0,140.7,110.8,189.8,57.5,29.1,37.3,82.8,84.0,447.0,424.0,396.0,375.0,3637.0,4091.0,4446.0,2589.0
양품,47.2,135.8,104.7,165.5,86.3,71.9,26.4,148.0,155.1,47.5,139.3,111.3,189.4,57.5,24.5,32.4,82.8,83.8,443.0,420.0,393.0,372.0,4100.0,3999.0,4468.0,2505.0
양품,47.7,135.9,105.0,167.1,90.2,75.2,24.8,155.2,156.0,46.6,139.3,107.2,187.6,53.3,25.3,32.0,81.8,82.6,443.0,420.0,392.0,371.0,3652.0,4066.0,4439.0,2586.0
양품,47.4,136.0,109.1,167.0,86.5,73.0,27.6,133.0,155.7,47.7,140.2,112.2,189.8,53.3,24.2,34.9,81.9,83.0,446.0,422.0,394.0,373.0,4077.0,3970.0,4389.0,2480.0
양품,47.8,136.0,110.5,166.5,85.4,70.1,28.9,95.0,157.0,47.4,140.3,109.2,187.2,53.8,29.4,33.0,81.9,83.1,446.0,421.0,393.0,371.0,3653.0,4076.0,4457.0,2578.0
양품,47.3,135.9,106.1,167.3,85.2,76.8,25.4,158.0,155.9,44.0,139.4,111.2,189.3,53.2,32.9,34.3,83.4,84.5,445.0,420.0,392.0,371.0,3650.0,4108.0,4473.0,2587.0
양품,45.7,135.5,108.0,166.7,87.2,72.8,28.0,125.0,152.3,46.9,138.9,110.6,189.2,53.5,30.2,32.2,82.9,83.9,442.0,420.0,392.0,370.0,4121.0,3992.0,4451.0,2526.0
양품,47.4,135.8,109.8,168.0,85.8,71.5,26.6,154.0,155.7,43.8,139.3,107.0,186.6,56.2,33.4,35.3,82.7,83.9,443.0,420.0,392.0,371.0,3663.0,4087.0,4480.0,2593.0
양품,45.6,135.3,104.7,165.0,86.8,74.2,30.8,152.0,153.0,45.2,137.4,103.1,181.7,57.9,32.1,36.3,78.4,79.6,445.0,423.0,393.0,372.0,4122.0,4189.0,4445.0,2602.0
양품,47.9,135.8,104.4,166.8,90.8,74.7,25.5,155.3,156.1,46.4,139.5,107.9,187.6,52.3,28.7,32.2,81.8,82.8,444.0,421.0,392.0,371.0,3631.0,4058.0,4461.0,2586.0
양품,47.5,136.0,110.4,168.0,86.8,71.0,28.0,156.0,156.3,47.2,138.8,106.9,187.3,52.8,33.0,34.0,82.3,83.6,442.0,419.0,391.0,371.0,4137.0,4009.0,4452.0,2516.0
양품,47.4,136.0,110.7,166.2,83.8,72.5,28.4,156.0,156.2,48.2,141.0,110.6,189.8,55.5,30.9,34.6,82.9,83.9,444.0,422.0,393.0,373.0,4102.0,4062.0,4466.0,2492.0
양품,47.9,136.0,107.6,166.8,85.0,72.6,26.9,155.2,156.0,47.3,139.1,107.7,187.9,57.8,29.0,33.4,81.8,82.6,444.0,421.0,393.0,373.0,3660.0,4074.0,4465.0,2583.0
양품,47.5,136.0,109.1,166.7,82.8,73.9,28.5,156.0,156.2,47.8,140.0,111.6,189.9,58.1,30.1,30.5,81.9,82.9,445.0,420.0,393.0,373.0,3655.0,4078.0,4540.0,2597.0
명점,47.5,135.2,101.8,164.9,85.9,72.1,27.2,118.0,150.2,48.0,139.8,109.2,188.7,60.1,27.8,32.4,82.3,83.4,442.0,419.0,391.0,371.0,4079.0,4020.0,4480.0,2487.0
양품,47.6,135.8,104.8,165.7,87.8,74.0,28.2,108.0,150.34,47.9,140.0,108.7,188.2,54.2,27.5,35.7,82.0,83.0,445.0,420.0,393.0,372.0,4079.0,4100.0,4415.0,2499.0
양품,47.6,136.0,111.8,168.7,87.4,73.5,28.3,102.0,145.1,47.8,139.8,107.8,188.6,55.3,30.3,33.8,82.8,83.8,443.0,419.0,392.0,372.0,4124.0,3988.0,4746.0,2515.0
양품,47.9,135.8,108.9,167.2,89.3,72.4,27.5,147.0,155.5,47.5,140.0,108.8,188.8,56.0,30.0,32.0,82.0,83.0,443.0,418.0,389.0,369.0,4110.0,3978.0,4503.0,2519.0
